2013-06-14,1371216600.0,3.9800000190734863,4.039999961853027,3.9100000858306885,3.940000057220459,14395600
2013-06-17,1371475800.0,4.119999885559082,4.139999866485596,4.019999980926514,4.050000190734863,31973300
2013-06-18,1371562200.0,4.099999904632568,4.110000133514404,4.050000190734863,4.090000152587891,22841700
2013-06-19,1371648600.0,4.150000095367432,4.179999828338623,4.039999961853027,4.070000171661377,24193500
2013-06-20,1371735000.0,4.019999980926514,4.03000020980835,3.859999895095825,3.869999885559082,26704000
2013-06-21,1371821400.0,3.9700000286102295,4.039999961853027,3.9000000953674316,4.0,32752000
2013-06-24,1372080600.0,4.070000171661377,4.090000152587891,3.990000009536743,4.050000190734863,29135600
2013-06-25,1372167000.0,4.110000133514404,4.150000095367432,4.059999942779541,4.150000095367432,26642400
2013-06-26,1372253400.0,4.199999809265137,4.210000038146973,4.119999885559082,4.139999866485596,19841200
2013-06-27,1372339800.0,4.190000057220459,4.190000057220459,4.059999942779541,4.079999923706055,17426100
2013-06-28,1372426200.0,4.079999923706055,4.119999885559082,4.019999980926514,4.079999923706055,13329600
2013-07-01,1372685400.0,4.110000133514404,4.130000114440918,4.070000171661377,4.099999904632568,10712200
2013-07-02,1372771800.0,4.090000152587891,4.119999885559082,3.950000047683716,3.9700000286102295,17766600
2013-07-03,1372858200.0,4.0,4.070000171661377,3.9600000381469727,4.059999942779541,11315900
2013-07-05,1373031000.0,4.079999923706055,4.099999904632568,4.03000020980835,4.070000171661377,8965400
2013-07-08,1373290200.0,4.079999923706055,4.090000152587891,3.9800000190734863,4.0,16930900
2013-07-09,1373376600.0,4.019999980926514,4.079999923706055,4.010000228881836,4.050000190734863,9550900
2013-07-10,1373463000.0,4.059999942779541,4.059999942779541,3.9600000381469727,3.9800000190734863,19122800
2013-07-11,1373549400.0,4.21999979019165,4.449999809265137,4.159999847412109,4.449999809265137,106975700
2013-07-12,1373635800.0,4.480000019073486,4.5,4.260000228881836,4.320000171661377,50286600
2013-07-15,1373895000.0,4.340000152587891,4.400000095367432,4.309999942779541,4.400000095367432,21953700
2013-07-16,1373981400.0,4.409999847412109,4.489999771118164,4.25,4.429999828338623,39716700
2013-07-17,1374067800.0,4.440000057220459,4.449999809265137,4.329999923706055,4.380000114440918,17002100
2013-07-18,1374154200.0,4.380000114440918,4.650000095367432,4.369999885559082,4.639999866485596,70347000
2013-07-19,1374240600.0,3.990000009536743,4.079999923706055,3.8499999046325684,4.03000020980835,151516000
2013-07-22,1374499800.0,4.010000228881836,4.010000228881836,3.890000104904175,3.9000000953674316,50010900
2013-07-23,1374586200.0,3.880000114440918,3.880000114440918,3.640000104904175,3.6600000858306885,76847700
2013-07-24,1374672600.0,3.690000057220459,3.75,3.5799999237060547,3.630000114440918,50913500
2013-07-25,1374759000.0,3.640000104904175,3.740000009536743,3.5999999046325684,3.700000047683716,29243400
2013-07-26,1374845400.0,3.700000047683716,3.8299999237060547,3.6600000858306885,3.819999933242798,42575800
2013-07-29,1375104600.0,3.869999885559082,3.890000104904175,3.75,3.75,32247500
2013-07-30,1375191000.0,3.7899999618530273,3.8499999046325684,3.75,3.819999933242798,19611600
2013-07-31,1375277400.0,3.8499999046325684,3.9000000953674316,3.7699999809265137,3.7699999809265137,34342100
2013-08-01,1375363800.0,3.809999942779541,3.869999885559082,3.7799999713897705,3.809999942779541,22276700
2013-08-02,1375450200.0,3.799999952316284,3.8399999141693115,3.7699999809265137,3.799999952316284,13481100
2013-08-05,1375709400.0,3.8299999237060547,3.8399999141693115,3.799999952316284,3.819999933242798,11734100
2013-08-06,1375795800.0,3.809999942779541,3.819999933242798,3.7100000381469727,3.7200000286102295,19462800
2013-08-07,1375882200.0,3.680000066757202,3.700000047683716,3.569999933242798,3.690000057220459,27553200
2013-08-08,1375968600.0,3.7100000381469727,3.7300000190734863,3.609999895095825,3.7100000381469727,16994400
2013-08-09,1376055000.0,3.690000057220459,3.700000047683716,3.630000114440918,3.6500000953674316,13656300
2013-08-12,1376314200.0,3.619999885559082,3.7200000286102295,3.609999895095825,3.6500000953674316,10665300
2013-08-13,1376400600.0,3.6700000762939453,3.7100000381469727,3.630000114440918,3.690000057220459,12387400
2013-08-14,1376487000.0,3.680000066757202,3.8299999237060547,3.6500000953674316,3.819999933242798,32081500
2013-08-15,1376573400.0,3.759999990463257,3.8399999141693115,3.6500000953674316,3.690000057220459,28245900
2013-08-16,1376659800.0,3.690000057220459,3.7100000381469727,3.6500000953674316,3.6600000858306885,11659600
2013-08-19,1376919000.0,3.6700000762939453,3.680000066757202,3.5899999141693115,3.5999999046325684,14414700
2013-08-20,1377005400.0,3.619999885559082,3.690000057220459,3.5899999141693115,3.630000114440918,16665100
2013-08-21,1377091800.0,3.619999885559082,3.680000066757202,3.5999999046325684,3.609999895095825,13992800
2013-08-22,1377178200.0,3.630000114440918,3.6500000953674316,3.5999999046325684,3.630000114440918,10071400
2013-08-23,1377264600.0,3.6700000762939453,3.740000009536743,3.609999895095825,3.6500000953674316,22498900
2013-08-26,1377523800.0,3.6500000953674316,3.6600000858306885,3.5799999237060547,3.5799999237060547,22464000
2013-08-27,1377610200.0,3.549999952316284,3.549999952316284,3.3299999237060547,3.390000104904175,51647100
2013-08-28,1377696600.0,3.3499999046325684,3.490000009536743,3.3299999237060547,3.4200000762939453,19453800
2013-08-29,1377783000.0,3.430000066757202,3.4800000190734863,3.369999885559082,3.380000114440918,13448100
2013-08-30,1377869400.0,3.380000114440918,3.4100000858306885,3.25,3.2699999809265137,31721500
2013-09-03,1378215000.0,3.319999933242798,3.3499999046325684,3.25,3.2699999809265137,15543600
2013-09-04,1378301400.0,3.2799999713897705,3.3399999141693115,3.25,3.309999942779541,29576000
2013-09-05,1378387800.0,3.319999933242798,3.490000009536743,3.299999952316284,3.4100000858306885,23102100
